"idVotacao";"uriVotacao";"siglaOrgao";"descricao";"siglaBancada";"uriBancada";"orientacao"
"105464-326";"https://dadosabertos.camara.leg.br/api/v2/votacoes/105464-326";"PLEN";"Rejeitado a Emenda de Plenário nº 2. Sim: 94; não: 204; total: 298.";"PL";"https://dadosabertos.camara.leg.br/api/v2/partidos/37906";"Não"
"105464-326";"https://dadosabertos.camara.leg.br/api/v2/votacoes/105464-326";"PLEN";"Rejeitado a Emenda de Plenário nº 2. Sim: 94; não: 204; total: 298.";"PV";"https://dadosabertos.camara.leg.br/api/v2/partidos/36851";""
"105464-326";"https://dadosabertos.camara.leg.br/api/v2/votacoes/105464-326";"PLEN";"Rejeitado a Emenda de Plenário nº 2. Sim: 94; não: 204; total: 298.";"Cidadania";"https://dadosabertos.camara.leg.br/api/v2/partidos/37905";""
"105464-326";"https://dadosabertos.camara.leg.br/api/v2/votacoes/105464-326";"PLEN";"Rejeitado a Emenda de Plenário nº 2. Sim: 94; não: 204; total: 298.";"PROS";"https://dadosabertos.camara.leg.br/api/v2/partidos/36763";"Não"
"105464-326";"https://dadosabertos.camara.leg.br/api/v2/votacoes/105464-326";"PLEN";"Rejeitado a Emenda de Plenário nº 2. Sim: 94; não: 204; total: 298.";"Republican";"";"Não"
"105464-326";"https://dadosabertos.camara.leg.br/api/v2/votacoes/105464-326";"PLEN";"Rejeitado a Emenda de Plenário nº 2. Sim: 94; não: 204; total: 298.";"Novo";"https://dadosabertos.camara.leg.br/api/v2/partidos/37901";"Não"
"105464-326";"https://dadosabertos.camara.leg.br/api/v2/votacoes/105464-326";"PLEN";"Rejeitado a Emenda de Plenário nº 2. Sim: 94; não: 204; total: 298.";"Maioria";"";"Não"
"105464-326";"https://dadosabertos.camara.leg.br/api/v2/votacoes/105464-326";"PLEN";"Rejeitado a Emenda de Plenário nº 2. Sim: 94; não: 204; total: 298.";"PP";"https://dadosabertos.camara.leg.br/api/v2/partidos/37903";"Não"
"105464-326";"https://dadosabertos.camara.leg.br/api/v2/votacoes/105464-326";"PLEN";"Rejeitado a Emenda de Plenário nº 2. Sim: 94; não: 204; total: 298.";"Podemos";"";"Não"
"105464-326";"https://dadosabertos.camara.leg.br/api/v2/votacoes/105464-326";"PLEN";"Rejeitado a Emenda de Plenário nº 2. Sim: 94; não: 204; total: 298.";"União";"https://dadosabertos.camara.leg.br/api/v2/partidos/38009";"Não"
"105464-326";"https://dadosabertos.camara.leg.br/api/v2/votacoes/105464-326";"PLEN";"Rejeitado a Emenda de Plenário nº 2. Sim: 94; não: 204; total: 298.";"PSD";"https://dadosabertos.camara.leg.br/api/v2/partidos/36834";"Não"
"105464-326";"https://dadosabertos.camara.leg.br/api/v2/votacoes/105464-326";"PLEN";"Rejeitado a Emenda de Plenário nº 2. Sim: 94; não: 204; total: 298.";"PCdoB";"https://dadosabertos.camara.leg.br/api/v2/partidos/36779";""
"105464-326";"https://dadosabertos.camara.leg.br/api/v2/votacoes/105464-326";"PLEN";"Rejeitado a Emenda de Plenário nº 2. Sim: 94; não: 204; total: 298.";"PSDB";"https://dadosabertos.camara.leg.br/api/v2/partidos/36835";""
"105464-326";"https://dadosabertos.camara.leg.br/api/v2/votacoes/105464-326";"PLEN";"Rejeitado a Emenda de Plenário nº 2. Sim: 94; não: 204; total: 298.";"PSB";"https://dadosabertos.camara.leg.br/api/v2/partidos/36832";"Sim"
"105464-319";"https://dadosabertos.camara.leg.br/api/v2/votacoes/105464-319";"PLEN";"Rejeitado o Destaque. Sim: 122; não: 246; abstenção: 1; total: 369.";"PP";"https://dadosabertos.camara.leg.br/api/v2/partidos/37903";"Não"
"105464-319";"https://dadosabertos.camara.leg.br/api/v2/votacoes/105464-319";"PLEN";"Rejeitado o Destaque. Sim: 122; não: 246; abstenção: 1; total: 369.";"PROS";"https://dadosabertos.camara.leg.br/api/v2/partidos/36763";"Não"
"105464-319";"https://dadosabertos.camara.leg.br/api/v2/votacoes/105464-319";"PLEN";"Rejeitado o Destaque. Sim: 122; não: 246; abstenção: 1; total: 369.";"PTB";"https://dadosabertos.camara.leg.br/api/v2/partidos/36845";"Não"
"105464-319";"https://dadosabertos.camara.leg.br/api/v2/votacoes/105464-319";"PLEN";"Rejeitado o Destaque. Sim: 122; não: 246; abstenção: 1; total: 369.";"Minoria";"";"Sim"
"105464-319";"https://dadosabertos.camara.leg.br/api/v2/votacoes/105464-319";"PLEN";"Rejeitado o Destaque. Sim: 122; não: 246; abstenção: 1; total: 369.";"PT";"https://dadosabertos.camara.leg.br/api/v2/partidos/36844";"Sim"
"105464-319";"https://dadosabertos.camara.leg.br/api/v2/votacoes/105464-319";"PLEN";"Rejeitado o Destaque. Sim: 122; não: 246; abstenção: 1; total: 369.";"União";"https://dadosabertos.camara.leg.br/api/v2/partidos/38009";"Não"
"105464-319";"https://dadosabertos.camara.leg.br/api/v2/votacoes/105464-319";"PLEN";"Rejeitado o Destaque. Sim: 122; não: 246; abstenção: 1; total: 369.";"PSD";"https://dadosabertos.camara.leg.br/api/v2/partidos/36834";"Não"
"105464-319";"https://dadosabertos.camara.leg.br/api/v2/votacoes/105464-319";"PLEN";"Rejeitado o Destaque. Sim: 122; não: 246; abstenção: 1; total: 369.";"MDB";"https://dadosabertos.camara.leg.br/api/v2/partidos/36899";""
"105464-319";"https://dadosabertos.camara.leg.br/api/v2/votacoes/105464-319";"PLEN";"Rejeitado o Destaque. Sim: 122; não: 246; abstenção: 1; total: 369.";"Patriota";"https://dadosabertos.camara.leg.br/api/v2/partidos/37907";"Não"
"105464-319";"https://dadosabertos.camara.leg.br/api/v2/votacoes/105464-319";"PLEN";"Rejeitado o Destaque. Sim: 122; não: 246; abstenção: 1; total: 369.";"PSOL";"https://dadosabertos.camara.leg.br/api/v2/partidos/36839";"Sim"
"105464-319";"https://dadosabertos.camara.leg.br/api/v2/votacoes/105464-319";"PLEN";"Rejeitado o Destaque. Sim: 122; não: 246; abstenção: 1; total: 369.";"Cidadania";"https://dadosabertos.camara.leg.br/api/v2/partidos/37905";""
"105464-319";"https://dadosabertos.camara.leg.br/api/v2/votacoes/105464-319";"PLEN";"Rejeitado o Destaque. Sim: 122; não: 246; abstenção: 1; total: 369.";"Rede";"https://dadosabertos.camara.leg.br/api/v2/partidos/36886";""
"105464-319";"https://dadosabertos.camara.leg.br/api/v2/votacoes/105464-319";"PLEN";"Rejeitado o Destaque. Sim: 122; não: 246; abstenção: 1; total: 369.";"Novo";"https://dadosabertos.camara.leg.br/api/v2/partidos/37901";"Não"
"105464-319";"https://dadosabertos.camara.leg.br/api/v2/votacoes/105464-319";"PLEN";"Rejeitado o Destaque. Sim: 122; não: 246; abstenção: 1; total: 369.";"Avante";"https://dadosabertos.camara.leg.br/api/v2/partidos/36898";"Não"
"105464-319";"https://dadosabertos.camara.leg.br/api/v2/votacoes/105464-319";"PLEN";"Rejeitado o Destaque. Sim: 122; não: 246; abstenção: 1; total: 369.";"PL";"https://dadosabertos.camara.leg.br/api/v2/partidos/37906";"Não"
"105464-319";"https://dadosabertos.camara.leg.br/api/v2/votacoes/105464-319";"PLEN";"Rejeitado o Destaque. Sim: 122; não: 246; abstenção: 1; total: 369.";"PSDB";"https://dadosabertos.camara.leg.br/api/v2/partidos/36835";""
"105464-319";"https://dadosabertos.camara.leg.br/api/v2/votacoes/105464-319";"PLEN";"Rejeitado o Destaque. Sim: 122; não: 246; abstenção: 1; total: 369.";"Solidaried";"";"Não"
"105464-319";"https://dadosabertos.camara.leg.br/api/v2/votacoes/105464-319";"PLEN";"Rejeitado o Destaque. Sim: 122; não: 246; abstenção: 1; total: 369.";"PSB";"https://dadosabertos.camara.leg.br/api/v2/partidos/36832";"Sim"
"105464-319";"https://dadosabertos.camara.leg.br/api/v2/votacoes/105464-319";"PLEN";"Rejeitado o Destaque. Sim: 122; não: 246; abstenção: 1; total: 369.";"Podemos";"";"Não"
"105464-319";"https://dadosabertos.camara.leg.br/api/v2/votacoes/105464-319";"PLEN";"Rejeitado o Destaque. Sim: 122; não: 246; abstenção: 1; total: 369.";"Republican";"";"Não"
"105464-319";"https://dadosabertos.camara.leg.br/api/v2/votacoes/105464-319";"PLEN";"Rejeitado o Destaque. Sim: 122; não: 246; abstenção: 1; total: 369.";"PSC";"https://dadosabertos.camara.leg.br/api/v2/partidos/36833";"Não"
"105464-319";"https://dadosabertos.camara.leg.br/api/v2/votacoes/105464-319";"PLEN";"Rejeitado o Destaque. Sim: 122; não: 246; abstenção: 1; total: 369.";"PV";"https://dadosabertos.camara.leg.br/api/v2/partidos/36851";""
"105464-319";"https://dadosabertos.camara.leg.br/api/v2/votacoes/105464-319";"PLEN";"Rejeitado o Destaque. Sim: 122; não: 246; abstenção: 1; total: 369.";"Oposição";"";""
"105464-319";"https://dadosabertos.camara.leg.br/api/v2/votacoes/105464-319";"PLEN";"Rejeitado o Destaque. Sim: 122; não: 246; abstenção: 1; total: 369.";"GOV.";"";"Não"
"105464-319";"https://dadosabertos.camara.leg.br/api/v2/votacoes/105464-319";"PLEN";"Rejeitado o Destaque. Sim: 122; não: 246; abstenção: 1; total: 369.";"PDT";"https://dadosabertos.camara.leg.br/api/v2/partidos/36786";""
"105464-319";"https://dadosabertos.camara.leg.br/api/v2/votacoes/105464-319";"PLEN";"Rejeitado o Destaque. Sim: 122; não: 246; abstenção: 1; total: 369.";"Maioria";"";"Não"
"105464-319";"https://dadosabertos.camara.leg.br/api/v2/votacoes/105464-319";"PLEN";"Rejeitado o Destaque. Sim: 122; não: 246; abstenção: 1; total: 369.";"PCdoB";"https://dadosabertos.camara.leg.br/api/v2/partidos/36779";""
"596844-116";"https://dadosabertos.camara.leg.br/api/v2/votacoes/596844-116";"PLEN";"Aprovado o Substitutivo ao Projeto de Lei 583, de 2011, apensado, adotado pelo relator da Comissão de Constituição e Justiça e de Cidadania. Sim: 311; não: 98; abstenção: 1; total: 410.";"PROS";"https://dadosabertos.camara.leg.br/api/v2/partidos/36763";""
"596844-116";"https://dadosabertos.camara.leg.br/api/v2/votacoes/596844-116";"PLEN";"Aprovado o Substitutivo ao Projeto de Lei 583, de 2011, apensado, adotado pelo relator da Comissão de Constituição e Justiça e de Cidadania. Sim: 311; não: 98; abstenção: 1; total: 410.";"Minoria";"";"Não"
"596844-116";"https://dadosabertos.camara.leg.br/api/v2/votacoes/596844-116";"PLEN";"Aprovado o Substitutivo ao Projeto de Lei 583, de 2011, apensado, adotado pelo relator da Comissão de Constituição e Justiça e de Cidadania. Sim: 311; não: 98; abstenção: 1; total: 410.";"PP";"https://dadosabertos.camara.leg.br/api/v2/partidos/37903";"Sim"
"596844-116";"https://dadosabertos.camara.leg.br/api/v2/votacoes/596844-116";"PLEN";"Aprovado o Substitutivo ao Projeto de Lei 583, de 2011, apensado, adotado pelo relator da Comissão de Constituição e Justiça e de Cidadania. Sim: 311; não: 98; abstenção: 1; total: 410.";"Maioria";"";""
"596844-116";"https://dadosabertos.camara.leg.br/api/v2/votacoes/596844-116";"PLEN";"Aprovado o Substitutivo ao Projeto de Lei 583, de 2011, apensado, adotado pelo relator da Comissão de Constituição e Justiça e de Cidadania. Sim: 311; não: 98; abstenção: 1; total: 410.";"Solidaried";"";""
"596844-116";"https://dadosabertos.camara.leg.br/api/v2/votacoes/596844-116";"PLEN";"Aprovado o Substitutivo ao Projeto de Lei 583, de 2011, apensado, adotado pelo relator da Comissão de Constituição e Justiça e de Cidadania. Sim: 311; não: 98; abstenção: 1; total: 410.";"Podemos";"";""
"596844-116";"https://dadosabertos.camara.leg.br/api/v2/votacoes/596844-116";"PLEN";"Aprovado o Substitutivo ao Projeto de Lei 583, de 2011, apensado, adotado pelo relator da Comissão de Constituição e Justiça e de Cidadania. Sim: 311; não: 98; abstenção: 1; total: 410.";"PSOL";"https://dadosabertos.camara.leg.br/api/v2/partidos/36839";"Não"
"596844-116";"https://dadosabertos.camara.leg.br/api/v2/votacoes/596844-116";"PLEN";"Aprovado o Substitutivo ao Projeto de Lei 583, de 2011, apensado, adotado pelo relator da Comissão de Constituição e Justiça e de Cidadania. Sim: 311; não: 98; abstenção: 1; total: 410.";"PSDB";"https://dadosabertos.camara.leg.br/api/v2/partidos/36835";"Sim"
"596844-116";"https://dadosabertos.camara.leg.br/api/v2/votacoes/596844-116";"PLEN";"Aprovado o Substitutivo ao Projeto de Lei 583, de 2011, apensado, adotado pelo relator da Comissão de Constituição e Justiça e de Cidadania. Sim: 311; não: 98; abstenção: 1; total: 410.";"PTB";"https://dadosabertos.camara.leg.br/api/v2/partidos/36845";""
"596844-116";"https://dadosabertos.camara.leg.br/api/v2/votacoes/596844-116";"PLEN";"Aprovado o Substitutivo ao Projeto de Lei 583, de 2011, apensado, adotado pelo relator da Comissão de Constituição e Justiça e de Cidadania. Sim: 311; não: 98; abstenção: 1; total: 410.";"Patriota";"https://dadosabertos.camara.leg.br/api/v2/partidos/37907";""
"596844-116";"https://dadosabertos.camara.leg.br/api/v2/votacoes/596844-116";"PLEN";"Aprovado o Substitutivo ao Projeto de Lei 583, de 2011, apensado, adotado pelo relator da Comissão de Constituição e Justiça e de Cidadania. Sim: 311; não: 98; abstenção: 1; total: 410.";"PCdoB";"https://dadosabertos.camara.leg.br/api/v2/partidos/36779";"Não"
"596844-116";"https://dadosabertos.camara.leg.br/api/v2/votacoes/596844-116";"PLEN";"Aprovado o Substitutivo ao Projeto de Lei 583, de 2011, apensado, adotado pelo relator da Comissão de Constituição e Justiça e de Cidadania. Sim: 311; não: 98; abstenção: 1; total: 410.";"Cidadania";"https://dadosabertos.camara.leg.br/api/v2/partidos/37905";"Sim"
"596844-116";"https://dadosabertos.camara.leg.br/api/v2/votacoes/596844-116";"PLEN";"Aprovado o Substitutivo ao Projeto de Lei 583, de 2011, apensado, adotado pelo relator da Comissão de Constituição e Justiça e de Cidadania. Sim: 311; não: 98; abstenção: 1; total: 410.";"União";"https://dadosabertos.camara.leg.br/api/v2/partidos/38009";"Sim"
"596844-116";"https://dadosabertos.camara.leg.br/api/v2/votacoes/596844-116";"PLEN";"Aprovado o Substitutivo ao Projeto de Lei 583, de 2011, apensado, adotado pelo relator da Comissão de Constituição e Justiça e de Cidadania. Sim: 311; não: 98; abstenção: 1; total: 410.";"Oposição";"";""
"596844-116";"https://dadosabertos.camara.leg.br/api/v2/votacoes/596844-116";"PLEN";"Aprovado o Substitutivo ao Projeto de Lei 583, de 2011, apensado, adotado pelo relator da Comissão de Constituição e Justiça e de Cidadania. Sim: 311; não: 98; abstenção: 1; total: 410.";"PL";"https://dadosabertos.camara.leg.br/api/v2/partidos/37906";"Sim"
"596844-116";"https://dadosabertos.camara.leg.br/api/v2/votacoes/596844-116";"PLEN";"Aprovado o Substitutivo ao Projeto de Lei 583, de 2011, apensado, adotado pelo relator da Comissão de Constituição e Justiça e de Cidadania. Sim: 311; não: 98; abstenção: 1; total: 410.";"Novo";"https://dadosabertos.camara.leg.br/api/v2/partidos/37901";"Sim"
"596844-116";"https://dadosabertos.camara.leg.br/api/v2/votacoes/596844-116";"PLEN";"Aprovado o Substitutivo ao Projeto de Lei 583, de 2011, apensado, adotado pelo relator da Comissão de Constituição e Justiça e de Cidadania. Sim: 311; não: 98; abstenção: 1; total: 410.";"Avante";"https://dadosabertos.camara.leg.br/api/v2/partidos/36898";""
"596844-116";"https://dadosabertos.camara.leg.br/api/v2/votacoes/596844-116";"PLEN";"Aprovado o Substitutivo ao Projeto de Lei 583, de 2011, apensado, adotado pelo relator da Comissão de Constituição e Justiça e de Cidadania. Sim: 311; não: 98; abstenção: 1; total: 410.";"GOV.";"";""
"596844-116";"https://dadosabertos.camara.leg.br/api/v2/votacoes/596844-116";"PLEN";"Aprovado o Substitutivo ao Projeto de Lei 583, de 2011, apensado, adotado pelo relator da Comissão de Constituição e Justiça e de Cidadania. Sim: 311; não: 98; abstenção: 1; total: 410.";"Republican";"";"Sim"
"596844-116";"https://dadosabertos.camara.leg.br/api/v2/votacoes/596844-116";"PLEN";"Aprovado o Substitutivo ao Projeto de Lei 583, de 2011, apensado, adotado pelo relator da Comissão de Constituição e Justiça e de Cidadania. Sim: 311; não: 98; abstenção: 1; total: 410.";"PSD";"https://dadosabertos.camara.leg.br/api/v2/partidos/36834";"Sim"
"596844-116";"https://dadosabertos.camara.leg.br/api/v2/votacoes/596844-116";"PLEN";"Aprovado o Substitutivo ao Projeto de Lei 583, de 2011, apensado, adotado pelo relator da Comissão de Constituição e Justiça e de Cidadania. Sim: 311; não: 98; abstenção: 1; total: 410.";"PT";"https://dadosabertos.camara.leg.br/api/v2/partidos/36844";"Não"
"596844-116";"https://dadosabertos.camara.leg.br/api/v2/votacoes/596844-116";"PLEN";"Aprovado o Substitutivo ao Projeto de Lei 583, de 2011, apensado, adotado pelo relator da Comissão de Constituição e Justiça e de Cidadania. Sim: 311; não: 98; abstenção: 1; total: 410.";"Rede";"https://dadosabertos.camara.leg.br/api/v2/partidos/36886";""
"596844-116";"https://dadosabertos.camara.leg.br/api/v2/votacoes/596844-116";"PLEN";"Aprovado o Substitutivo ao Projeto de Lei 583, de 2011, apensado, adotado pelo relator da Comissão de Constituição e Justiça e de Cidadania. Sim: 311; não: 98; abstenção: 1; total: 410.";"PSB";"https://dadosabertos.camara.leg.br/api/v2/partidos/36832";"Não"
"596844-116";"https://dadosabertos.camara.leg.br/api/v2/votacoes/596844-116";"PLEN";"Aprovado o Substitutivo ao Projeto de Lei 583, de 2011, apensado, adotado pelo relator da Comissão de Constituição e Justiça e de Cidadania. Sim: 311; não: 98; abstenção: 1; total: 410.";"MDB";"https://dadosabertos.camara.leg.br/api/v2/partidos/36899";"Sim"
"596844-116";"https://dadosabertos.camara.leg.br/api/v2/votacoes/596844-116";"PLEN";"Aprovado o Substitutivo ao Projeto de Lei 583, de 2011, apensado, adotado pelo relator da Comissão de Constituição e Justiça e de Cidadania. Sim: 311; não: 98; abstenção: 1; total: 410.";"PSC";"https://dadosabertos.camara.leg.br/api/v2/partidos/36833";""
"596844-116";"https://dadosabertos.camara.leg.br/api/v2/votacoes/596844-116";"PLEN";"Aprovado o Substitutivo ao Projeto de Lei 583, de 2011, apensado, adotado pelo relator da Comissão de Constituição e Justiça e de Cidadania. Sim: 311; não: 98; abstenção: 1; total: 410.";"PV";"https://dadosabertos.camara.leg.br/api/v2/partidos/36851";""
"596844-116";"https://dadosabertos.camara.leg.br/api/v2/votacoes/596844-116";"PLEN";"Aprovado o Substitutivo ao Projeto de Lei 583, de 2011, apensado, adotado pelo relator da Comissão de Constituição e Justiça e de Cidadania. Sim: 311; não: 98; abstenção: 1; total: 410.";"PDT";"https://dadosabertos.camara.leg.br/api/v2/partidos/36786";""
"2239098-68";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2239098-68";"PLEN";"Aprovado o Substitutivo ao Projeto de Lei nº 643, de 2020, da Comissão de Constituição e Justiça e de Cidadania, ressalvados os destaques. Sim: 408; não: 9; total: 417.";"PSDB";"https://dadosabertos.camara.leg.br/api/v2/partidos/36835";"Sim"
"2239098-68";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2239098-68";"PLEN";"Aprovado o Substitutivo ao Projeto de Lei nº 643, de 2020, da Comissão de Constituição e Justiça e de Cidadania, ressalvados os destaques. Sim: 408; não: 9; total: 417.";"PT";"https://dadosabertos.camara.leg.br/api/v2/partidos/36844";"Sim"
"2239098-68";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2239098-68";"PLEN";"Aprovado o Substitutivo ao Projeto de Lei nº 643, de 2020, da Comissão de Constituição e Justiça e de Cidadania, ressalvados os destaques. Sim: 408; não: 9; total: 417.";"PTB";"https://dadosabertos.camara.leg.br/api/v2/partidos/36845";""
"2239098-68";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2239098-68";"PLEN";"Aprovado o Substitutivo ao Projeto de Lei nº 643, de 2020, da Comissão de Constituição e Justiça e de Cidadania, ressalvados os destaques. Sim: 408; não: 9; total: 417.";"Cidadania";"https://dadosabertos.camara.leg.br/api/v2/partidos/37905";""
"2239098-68";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2239098-68";"PLEN";"Aprovado o Substitutivo ao Projeto de Lei nº 643, de 2020, da Comissão de Constituição e Justiça e de Cidadania, ressalvados os destaques. Sim: 408; não: 9; total: 417.";"Solidaried";"";""
"2239098-68";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2239098-68";"PLEN";"Aprovado o Substitutivo ao Projeto de Lei nº 643, de 2020, da Comissão de Constituição e Justiça e de Cidadania, ressalvados os destaques. Sim: 408; não: 9; total: 417.";"Rede";"https://dadosabertos.camara.leg.br/api/v2/partidos/36886";""
"2239098-68";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2239098-68";"PLEN";"Aprovado o Substitutivo ao Projeto de Lei nº 643, de 2020, da Comissão de Constituição e Justiça e de Cidadania, ressalvados os destaques. Sim: 408; não: 9; total: 417.";"PDT";"https://dadosabertos.camara.leg.br/api/v2/partidos/36786";"Sim"
"2239098-68";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2239098-68";"PLEN";"Aprovado o Substitutivo ao Projeto de Lei nº 643, de 2020, da Comissão de Constituição e Justiça e de Cidadania, ressalvados os destaques. Sim: 408; não: 9; total: 417.";"PCdoB";"https://dadosabertos.camara.leg.br/api/v2/partidos/36779";"Sim"
"2239098-68";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2239098-68";"PLEN";"Aprovado o Substitutivo ao Projeto de Lei nº 643, de 2020, da Comissão de Constituição e Justiça e de Cidadania, ressalvados os destaques. Sim: 408; não: 9; total: 417.";"Novo";"https://dadosabertos.camara.leg.br/api/v2/partidos/37901";"Sim"
"2239098-68";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2239098-68";"PLEN";"Aprovado o Substitutivo ao Projeto de Lei nº 643, de 2020, da Comissão de Constituição e Justiça e de Cidadania, ressalvados os destaques. Sim: 408; não: 9; total: 417.";"Maioria";"";"Sim"
"2239098-68";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2239098-68";"PLEN";"Aprovado o Substitutivo ao Projeto de Lei nº 643, de 2020, da Comissão de Constituição e Justiça e de Cidadania, ressalvados os destaques. Sim: 408; não: 9; total: 417.";"PROS";"https://dadosabertos.camara.leg.br/api/v2/partidos/36763";""
"2239098-68";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2239098-68";"PLEN";"Aprovado o Substitutivo ao Projeto de Lei nº 643, de 2020, da Comissão de Constituição e Justiça e de Cidadania, ressalvados os destaques. Sim: 408; não: 9; total: 417.";"PSD";"https://dadosabertos.camara.leg.br/api/v2/partidos/36834";"Sim"
"2239098-68";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2239098-68";"PLEN";"Aprovado o Substitutivo ao Projeto de Lei nº 643, de 2020, da Comissão de Constituição e Justiça e de Cidadania, ressalvados os destaques. Sim: 408; não: 9; total: 417.";"GOV.";"";"Sim"
"2239098-68";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2239098-68";"PLEN";"Aprovado o Substitutivo ao Projeto de Lei nº 643, de 2020, da Comissão de Constituição e Justiça e de Cidadania, ressalvados os destaques. Sim: 408; não: 9; total: 417.";"Oposição";"";""
"2239098-68";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2239098-68";"PLEN";"Aprovado o Substitutivo ao Projeto de Lei nº 643, de 2020, da Comissão de Constituição e Justiça e de Cidadania, ressalvados os destaques. Sim: 408; não: 9; total: 417.";"Minoria";"";"Liberado"
"2239098-68";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2239098-68";"PLEN";"Aprovado o Substitutivo ao Projeto de Lei nº 643, de 2020, da Comissão de Constituição e Justiça e de Cidadania, ressalvados os destaques. Sim: 408; não: 9; total: 417.";"Avante";"https://dadosabertos.camara.leg.br/api/v2/partidos/36898";""
"2239098-68";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2239098-68";"PLEN";"Aprovado o Substitutivo ao Projeto de Lei nº 643, de 2020, da Comissão de Constituição e Justiça e de Cidadania, ressalvados os destaques. Sim: 408; não: 9; total: 417.";"PSOL";"https://dadosabertos.camara.leg.br/api/v2/partidos/36839";"Não"
"2239098-68";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2239098-68";"PLEN";"Aprovado o Substitutivo ao Projeto de Lei nº 643, de 2020, da Comissão de Constituição e Justiça e de Cidadania, ressalvados os destaques. Sim: 408; não: 9; total: 417.";"PP";"https://dadosabertos.camara.leg.br/api/v2/partidos/37903";"Sim"
"2239098-68";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2239098-68";"PLEN";"Aprovado o Substitutivo ao Projeto de Lei nº 643, de 2020, da Comissão de Constituição e Justiça e de Cidadania, ressalvados os destaques. Sim: 408; não: 9; total: 417.";"MDB";"https://dadosabertos.camara.leg.br/api/v2/partidos/36899";"Sim"
"2239098-68";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2239098-68";"PLEN";"Aprovado o Substitutivo ao Projeto de Lei nº 643, de 2020, da Comissão de Constituição e Justiça e de Cidadania, ressalvados os destaques. Sim: 408; não: 9; total: 417.";"União";"https://dadosabertos.camara.leg.br/api/v2/partidos/38009";"Sim"
"2239098-68";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2239098-68";"PLEN";"Aprovado o Substitutivo ao Projeto de Lei nº 643, de 2020, da Comissão de Constituição e Justiça e de Cidadania, ressalvados os destaques. Sim: 408; não: 9; total: 417.";"Republican";"";"Sim"
"2239098-68";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2239098-68";"PLEN";"Aprovado o Substitutivo ao Projeto de Lei nº 643, de 2020, da Comissão de Constituição e Justiça e de Cidadania, ressalvados os destaques. Sim: 408; não: 9; total: 417.";"PL";"https://dadosabertos.camara.leg.br/api/v2/partidos/37906";"Sim"
"2239098-68";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2239098-68";"PLEN";"Aprovado o Substitutivo ao Projeto de Lei nº 643, de 2020, da Comissão de Constituição e Justiça e de Cidadania, ressalvados os destaques. Sim: 408; não: 9; total: 417.";"Podemos";"";""
"2239098-68";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2239098-68";"PLEN";"Aprovado o Substitutivo ao Projeto de Lei nº 643, de 2020, da Comissão de Constituição e Justiça e de Cidadania, ressalvados os destaques. Sim: 408; não: 9; total: 417.";"Patriota";"https://dadosabertos.camara.leg.br/api/v2/partidos/37907";""
"2239098-68";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2239098-68";"PLEN";"Aprovado o Substitutivo ao Projeto de Lei nº 643, de 2020, da Comissão de Constituição e Justiça e de Cidadania, ressalvados os destaques. Sim: 408; não: 9; total: 417.";"PSC";"https://dadosabertos.camara.leg.br/api/v2/partidos/36833";"Sim"
"2239098-68";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2239098-68";"PLEN";"Aprovado o Substitutivo ao Projeto de Lei nº 643, de 2020, da Comissão de Constituição e Justiça e de Cidadania, ressalvados os destaques. Sim: 408; não: 9; total: 417.";"PSB";"https://dadosabertos.camara.leg.br/api/v2/partidos/36832";""
"2239098-68";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2239098-68";"PLEN";"Aprovado o Substitutivo ao Projeto de Lei nº 643, de 2020, da Comissão de Constituição e Justiça e de Cidadania, ressalvados os destaques. Sim: 408; não: 9; total: 417.";"PV";"https://dadosabertos.camara.leg.br/api/v2/partidos/36851";""
"2325355-13";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2325355-13";"PLEN";"Rejeitado o Requerimento de Urgência (Art. 155 do RICD). Sim: 225; não: 222; abstenção: 1; total:448 .";"MDB";"https://dadosabertos.camara.leg.br/api/v2/partidos/36899";"Sim"
